-6.283185307	-1.667225509
-6.241157312	-1.332983169
-6.199129316	-0.886772434
-6.157101321	-0.383724556
-6.115073326	0.113628628
-6.07304533	0.544770709
-6.031017335	0.86028488
-5.98898934	1.029204521
-5.946961344	1.043497142
-5.904933349	0.918992741
-5.862905354	0.692618311
-5.820877358	0.416372201
-5.778849363	0.148976828
-5.736821367	-0.053492508
-5.694793372	-0.146546657
-5.652765377	-0.104400777
-5.610737381	0.075834666
-5.568709386	0.373542517
-5.526681391	0.747664693
-5.484653395	1.142972547
-5.4426254	1.498572344
-5.400597404	1.757329524
-5.358569409	1.874752433
-5.316541414	1.825959176
-5.274513418	1.609647373
-5.232485423	1.248450055
-5.190457428	0.785619883
-5.148429432	0.278551885
-5.106401437	-0.209856075
-5.064373442	-0.620671529
-5.022345446	-0.907762836
-4.980317451	-1.044638635
-4.938289455	-1.02823748
-4.89626146	-0.879086235
-4.854233465	-0.637808213
-4.812205469	-0.358527235
-4.770177474	-0.100194364
-4.728149479	0.082814483
-4.686121483	0.149369252
-4.644093488	0.078177713
-4.602065493	-0.128726028
-4.560037497	-0.446140021
-4.518009502	-0.829478152
-4.475981506	-1.221595137
-4.433953511	-1.561597332
-4.391925516	-1.794275574
-4.34989752	-1.878699288
-4.307869525	-1.794640181
-4.26584153	-1.545829308
-4.223813534	-1.159540937
-4.181785539	-0.682564854
-4.139757544	-0.174187418
-4.097729548	0.302735656
-4.055701553	0.691236733
-4.013673557	0.948764178
-3.971645562	1.05346525
-3.929617567	1.007256352
-3.887589571	0.835210659
-3.845561576	0.581363425
-3.803533581	0.301590003
-3.761505585	0.054664736
-3.71947759	-0.107109666
-3.677449595	-0.146246448
-3.635421599	-0.0460964
-3.593393604	0.186389556
-3.551365608	0.521587789
-3.509337613	0.911678385
-3.467309618	1.29797927
-3.425281622	1.620003551
-3.383253627	1.824837977
-3.341225632	1.875389989
-3.299197636	1.756225323
-3.257169641	1.476090535
-3.215141645	1.066727504
-3.17311365	0.578160558
-3.131085655	0.071182534
-3.089057659	-0.39180071
-3.047029664	-0.756154008
-3.005001669	-0.983176575
-2.962973673	-1.055786634
-2.920945678	-0.980852024
-2.878917683	-0.787811365
-2.836889687	-0.523804796
-2.794861692	-0.246073721
-2.752833696	-0.012811762
-2.710805701	0.126111329
-2.668777706	0.137111709
-2.62674971	0.008302299
-2.584721715	-0.248489135
-2.54269372	-0.599410264
-2.500665724	-0.993723551
-2.458637729	-1.371600608
-2.416609734	-1.673365619
-2.374581738	-1.848756784
-2.332553743	-1.864771237
-2.290525747	-1.710877503
-2.248497752	-1.400786539
-2.206469757	-0.970504667
-2.164441761	-0.472966835
-2.122413766	0.029922336
-2.080385771	0.476611374
-2.038357775	0.815149511
-1.99632978	1.010931872
-1.954301785	1.051748099
-1.912273789	0.949358
-1.870245794	0.737355705
-1.828217798	0.46565856
-1.786189803	0.19247957
-1.744161808	-0.024968285
-1.702133812	-0.139591481
-1.660105817	-0.121942373
-1.618077822	0.035016977
-1.576049826	0.31465482
-1.534021831	0.679111686
-1.491993835	1.075068442
-1.44996584	1.441948882
-1.407937845	1.721287541
-1.365909849	1.865812286
-1.323881854	1.846834665
-1.281853859	1.658802351
-1.239825863	1.320306775
-1.197797868	0.871387343
-1.155769873	0.367546516
-1.113741877	-0.128601208
-1.071713882	-0.556757401
-1.029685886	-0.867989585
-0.987657891	-1.032006427
-0.945629896	-1.0415369
-0.9036019	-0.913140683
-0.861573905	-0.684329803
-0.81954591	-0.407452713
-0.777517914	-0.141293253
-0.735489919	0.058309409
-0.693461924	0.147362468
-0.651433928	0.100759862
-0.609405933	-0.08363287
-0.567377937	-0.38448527
-0.525349942	-0.760179388
-0.483321947	-1.155168121
-0.441293951	-1.508531305
-0.399265956	-1.763405393
-0.357237961	-1.87582653
-0.315209965	-1.821616952
-0.27318197	-1.600246928
-0.231153975	-1.235072152
-0.189125979	-0.769907113
-0.147097984	-0.262461767
-0.105069988	0.224345948
-0.063041993	0.63186079
-0.021013998	0.914482197
0.021013998	1.046421152
0.063041993	1.025380875
0.105069988	0.87259681
0.147097984	0.629235193
0.189125979	0.349713386
0.231153975	0.092981657
0.27318197	-0.08687842
0.315209965	-0.149278295
0.357237961	-0.073629607
0.399265956	0.137277355
0.441293951	0.457550396
0.483321947	0.842087203
0.525349942	1.233481563
0.567377937	1.570875882
0.609405933	1.799389775
0.651433928	1.878664554
0.693461924	1.789199641
0.735489919	1.535498146
0.777517914	1.145532312
0.81954591	0.666608767
0.861573905	0.158270449
0.9036019	-0.31666955
0.945629896	-0.701578188
0.987657891	-0.9544781
1.029685886	-1.054241246
1.071713882	-1.003546803
1.113741877	-0.82815069
1.155769873	-0.572585368
